t_host,t_dev_ms,x_mm,y_mm,h_cdeg,ox_mm,oy_mm,oh_cdeg
6.331,93008,1000,-14,-164,0,0,0
6.403,93080,1000,-14,-55,0,0,0
6.478,93152,1002,-14,55,0,0,0
6.553,93225,1003,-14,153,0,0,0
6.62,93297,1003,-14,336,0,0,0
6.702,93369,1004,-14,684,0,0,0
6.763,93440,1005,-14,1236,0,0,0
6.843,93512,1005,-14,1912,0,0,0
6.908,93585,1004,-14,2651,0,0,0
6.98,93656,1004,-15,3336,0,0,0
7.052,93728,1004,-15,3985,0,0,0
7.125,93801,1003,-15,4638,0,0,0
7.197,93873,1003,-15,5279,0,0,0
7.271,93945,1003,-15,5940,0,0,0
7.341,94016,1003,-15,6550,0,0,0
7.419,94088,1003,-16,7125,0,0,0
7.485,94161,1003,-16,7547,0,0,0
7.557,94232,1003,-16,7911,0,0,0
7.629,94304,1003,-16,8145,0,0,0
7.7,94376,1003,-16,8364,0,0,0
7.775,94448,1003,-15,8505,0,0,0
7.846,94520,1003,-15,8638,0,0,0
7.917,94593,1003,-16,8681,0,0,0
7.988,94664,1003,-16,8724,0,0,0
8.059,94736,1003,-17,8755,0,0,0
8.135,94808,1003,-17,8755,0,0,0
8.208,94880,1003,-17,8755,0,0,0
8.276,94952,1003,-17,8755,0,0,0
8.347,95024,1003,-17,8755,0,0,0
8.418,95096,1003,-17,8755,0,0,0
8.492,95168,1003,-16,8744,0,0,0
8.563,95240,1003,-17,8787,0,0,0
8.626,95304,1003,-17,8787,0,0,0
8.682,95360,1003,-17,8775,0,0,0
8.757,95433,1003,-16,8865,0,0,0
8.827,95505,1003,-16,8877,0,0,0
8.9,95576,1003,-15,8920,0,0,0
8.973,95649,1003,-14,9025,0,0,0
9.043,95721,1003,-12,9041,0,0,0
9.116,95793,1003,-7,9006,0,0,0
9.19,95865,1003,-1,8970,0,0,0
9.262,95936,1003,9,8951,0,0,0
9.333,96009,1003,20,8939,0,0,0
9.404,96081,1003,30,8732,0,0,0
9.475,96152,1004,46,8963,0,0,0
9.553,96224,1004,59,8884,0,0,0
9.619,96296,1004,74,8841,0,0,0
9.691,96368,1004,88,8822,0,0,0
9.764,96441,1005,103,8834,0,0,0
9.833,96512,1005,117,8841,0,0,0
9.911,96584,1006,132,8853,0,0,0
9.98,96656,1006,146,8853,0,0,0
10.053,96729,1007,161,8822,0,0,0
10.125,96800,1007,175,8830,0,0,0
10.194,96873,1007,190,8798,0,0,0
10.269,96945,1008,205,8798,0,0,0
10.343,97017,1009,219,8779,0,0,0
10.412,97089,1009,234,8787,0,0,0
10.492,97160,1010,248,8767,0,0,0
10.559,97233,1010,262,8775,0,0,0
10.631,97304,1011,277,8755,0,0,0
10.702,97377,1011,291,8775,0,0,0
10.775,97449,1012,306,8775,0,0,0
10.847,97521,1012,320,8798,0,0,0
10.917,97592,1013,334,8775,0,0,0
10.988,97665,1014,349,8787,0,0,0
11.059,97736,1014,363,8810,0,0,0
11.132,97809,1015,377,8798,0,0,0
11.209,97881,1015,392,8834,0,0,0
11.278,97953,1015,407,8830,0,0,0
11.347,98025,1016,421,8798,0,0,0
11.42,98096,1016,435,8818,0,0,0
11.492,98168,1017,450,8810,0,0,0
11.564,98241,1017,464,8822,0,0,0
11.635,98313,1018,479,8818,0,0,0
11.709,98385,1018,493,8810,0,0,0
11.781,98457,1019,507,8798,0,0,0
11.867,98528,1019,521,8810,0,0,0
11.927,98600,1020,533,8767,0,0,0
11.995,98673,1020,544,8787,0,0,0
12.066,98744,1021,553,8779,0,0,0
12.143,98817,1021,561,8806,0,0,0
12.21,98888,1021,567,8798,0,0,0
12.288,98961,1021,572,8798,0,0,0
12.354,99033,1021,576,8779,0,0,0
12.425,99104,1021,579,8763,0,0,0
12.499,99177,1022,581,8822,0,0,0
12.574,99248,1022,582,8755,0,0,0
12.646,99320,1022,582,8744,0,0,0
12.715,99392,1022,582,8732,0,0,0
12.787,99464,1022,582,8755,0,0,0
12.86,99536,1022,582,8755,0,0,0
12.93,99608,1022,582,8755,0,0,0
13.005,99680,1022,582,8755,0,0,0
13.074,99752,1022,582,8755,0,0,0
13.162,99840,1022,582,8755,0,0,0
13.221,99896,1022,582,8755,0,0,0
13.293,99968,1022,582,8755,0,0,0
13.366,100040,1022,583,8841,0,0,0
13.437,100112,1022,584,8963,0,0,0
13.51,100185,1022,585,9072,0,0,0
13.58,100257,1022,586,9232,0,0,0
13.683,100328,1021,587,9635,0,0,0
13.727,100400,1021,588,10198,0,0,0
13.796,100473,1021,587,10887,0,0,0
13.871,100545,1022,587,11590,0,0,0
13.942,100617,1022,587,12275,0,0,0
14.013,100689,1022,587,12936,0,0,0
14.084,100761,1022,587,13565,0,0,0
14.17,100832,1022,587,14210,0,0,0
14.232,100905,1022,587,14871,0,0,0
14.299,100977,1022,586,15532,0,0,0
14.374,101048,1022,586,16076,0,0,0
14.441,101120,1022,586,16490,0,0,0
14.524,101193,1022,586,16846,0,0,0
14.588,101264,1023,586,17128,0,0,0
14.663,101336,1022,586,17347,0,0,0
14.73,101408,1022,586,17499,0,0,0
14.803,101481,1023,586,17566,0,0,0
14.881,101552,1023,586,17628,0,0,0
14.976,101624,1023,586,17628,0,0,0
15.024,101696,1023,586,17628,0,0,0
15.095,101768,1023,586,17628,0,0,0
15.161,101840,1023,586,17640,0,0,0
15.238,101913,1024,586,17706,0,0,0
15.321,102000,1024,586,17726,0,0,0
15.378,102056,1024,586,17738,0,0,0
15.451,102128,1024,586,17738,0,0,0
15.521,102200,1024,586,17738,0,0,0
15.595,102273,1024,586,17738,0,0,0
15.667,102345,1024,586,17792,0,0,0
15.737,102416,1020,586,17925,0,0,0
15.815,102489,1015,586,17988,0,0,0
15.884,102561,1008,586,17976,0,0,0
15.958,102633,998,587,17964,0,0,0
16.027,102705,987,587,17945,0,0,0
16.099,102777,975,587,17921,0,0,0
16.17,102848,961,587,17921,0,0,0
16.242,102921,946,587,17921,0,0,0
16.315,102993,932,587,17902,0,0,0
16.395,103065,917,588,17902,0,0,0
16.465,103136,902,588,17925,0,0,0
16.533,103208,887,588,17921,0,0,0
16.603,103280,873,588,17902,0,0,0
16.68,103352,859,588,17933,0,0,0
16.746,103424,845,589,17902,0,0,0
16.821,103496,830,589,17890,0,0,0
16.892,103569,816,589,17867,0,0,0
16.965,103641,802,590,17871,0,0,0
17.034,103712,787,590,17824,0,0,0
17.107,103785,773,590,17812,0,0,0
17.181,103856,759,591,17824,0,0,0
17.253,103929,744,591,17835,0,0,0
17.327,104000,729,592,17855,0,0,0
17.396,104073,715,592,17859,0,0,0
17.467,104145,700,592,17859,0,0,0
17.54,104217,686,593,17859,0,0,0
17.613,104288,671,593,17859,0,0,0
17.682,104361,657,593,17847,0,0,0
17.763,104432,642,594,17835,0,0,0
17.826,104504,628,594,17847,0,0,0
17.9,104576,614,595,17855,0,0,0
17.974,104648,599,595,17859,0,0,0
18.043,104720,585,595,17878,0,0,0
18.115,104792,570,596,17871,0,0,0
18.186,104864,556,596,17859,0,0,0
18.259,104936,542,596,17882,0,0,0
18.33,105009,527,597,17855,0,0,0
18.41,105081,513,597,17816,0,0,0
18.477,105153,499,597,17773,0,0,0
18.548,105224,485,598,17792,0,0,0
18.62,105297,470,599,17804,0,0,0
18.692,105369,455,599,17835,0,0,0
18.767,105441,441,600,17792,0,0,0
18.833,105512,426,600,17769,0,0,0
18.908,105585,412,601,17749,0,0,0
18.978,105656,398,601,17706,0,0,0
19.051,105728,384,602,17749,0,0,0
19.126,105801,370,603,17804,0,0,0
19.199,105872,355,603,17781,0,0,0
19.268,105945,341,604,17761,0,0,0
19.351,106017,326,604,17769,0,0,0
19.411,106088,312,605,17773,0,0,0
19.484,106160,297,605,17781,0,0,0
19.558,106233,283,606,17796,0,0,0
19.628,106305,269,606,17769,0,0,0
19.708,106377,254,607,17761,0,0,0
19.773,106448,240,608,17792,0,0,0
19.843,106520,226,608,17835,0,0,0
19.916,106593,211,609,17828,0,0,0
19.987,106664,197,609,17800,0,0,0
20.06,106736,182,609,17781,0,0,0
20.132,106809,167,610,17792,0,0,0
20.203,106880,152,611,17792,0,0,0
20.275,106952,138,611,17792,0,0,0
20.349,107025,124,612,17792,0,0,0
20.427,107096,110,612,17792,0,0,0
20.494,107169,96,613,17773,0,0,0
20.563,107241,83,613,17781,0,0,0
20.635,107313,71,614,17781,0,0,0
20.706,107384,60,614,17781,0,0,0
20.78,107457,52,614,17781,0,0,0
20.851,107529,45,615,17769,0,0,0
20.925,107601,39,615,17781,0,0,0
20.996,107673,34,615,17792,0,0,0
21.074,107744,31,615,17781,0,0,0
21.141,107816,28,615,17792,0,0,0
21.211,107888,27,615,17812,0,0,0
21.303,107960,25,615,17781,0,0,0
21.348,108024,25,615,17781,0,0,0
21.403,108081,25,615,17781,0,0,0
21.481,108152,25,615,17867,0,0,0
21.551,108225,25,615,17921,0,0,0
21.634,108296,24,615,17964,0,0,0
21.691,108368,23,615,18062,0,0,0
21.762,108440,22,615,18293,0,0,0
21.843,108513,21,615,18684,0,0,0
21.908,108584,21,615,19282,0,0,0
21.978,108656,21,615,19943,0,0,0
22.053,108728,22,616,20616,0,0,0
22.124,108800,22,616,21269,0,0,0
22.198,108872,22,616,21941,0,0,0
22.267,108944,22,616,22606,0,0,0
22.34,109017,22,616,23255,0,0,0
22.41,109088,22,616,23928,0,0,0
22.481,109160,22,616,24526,0,0,0
22.557,109233,22,616,25089,0,0,0
22.634,109304,22,616,25551,0,0,0
22.698,109376,23,616,25895,0,0,0
22.777,109448,23,616,26157,0,0,0
22.843,109520,23,616,26333,0,0,0
22.917,109592,22,616,26528,0,0,0
22.984,109664,23,616,26634,0,0,0
23.057,109736,23,616,26634,0,0,0
23.13,109808,23,616,26634,0,0,0
23.205,109880,22,616,26614,0,0,0
23.274,109952,22,616,26614,0,0,0
23.347,110024,22,616,26614,0,0,0
23.417,110096,22,616,26614,0,0,0
23.496,110168,22,616,26614,0,0,0
23.569,110240,22,616,26614,0,0,0
23.634,110312,22,616,26614,0,0,0
23.708,110385,22,616,26614,0,0,0
23.778,110456,22,616,26614,0,0,0
23.869,110545,22,616,26614,0,0,0
23.921,110600,22,616,26614,0,0,0
23.993,110672,22,616,26614,0,0,0
24.066,110744,22,616,26571,0,0,0
24.146,110817,22,615,26528,0,0,0
24.213,110889,22,614,26528,0,0,0
24.286,110961,22,611,26567,0,0,0
24.356,111033,22,606,26603,0,0,0
24.426,111105,21,599,26579,0,0,0
24.518,111177,21,590,26591,0,0,0
24.575,111249,20,579,26591,0,0,0
24.642,111321,19,566,26603,0,0,0
24.714,111392,18,553,26591,0,0,0
24.786,111464,17,539,26583,0,0,0
24.861,111536,16,524,26571,0,0,0
24.93,111608,15,509,26599,0,0,0
25.005,111681,14,494,26591,0,0,0
25.076,111753,13,480,26591,0,0,0
25.145,111824,11,465,26579,0,0,0
25.224,111896,10,450,26579,0,0,0
25.293,111968,9,436,26548,0,0,0
25.363,112041,8,422,26536,0,0,0
25.444,112113,7,407,26524,0,0,0
25.509,112185,6,393,26517,0,0,0
25.579,112257,5,378,26528,0,0,0
25.653,112328,3,364,26513,0,0,0
25.726,112401,2,349,26517,0,0,0
25.794,112472,1,335,26513,0,0,0
25.866,112544,0,320,26524,0,0,0
25.942,112617,-1,306,26528,0,0,0
26.012,112689,-3,291,26567,0,0,0
26.086,112760,-4,277,26560,0,0,0
26.157,112832,-5,263,26560,0,0,0
26.227,112904,-6,248,26567,0,0,0
26.3,112977,-7,234,26571,0,0,0
26.369,113048,-8,220,26548,0,0,0
26.442,113120,-9,206,26556,0,0,0
26.516,113193,-10,191,26603,0,0,0
26.587,113265,-11,177,26579,0,0,0
26.668,113336,-12,163,26579,0,0,0
26.73,113409,-13,148,26560,0,0,0
26.808,113480,-14,134,26579,0,0,0
26.876,113552,-16,119,26560,0,0,0
26.948,113624,-17,105,26548,0,0,0
27.018,113697,-18,91,26548,0,0,0
27.09,113768,-19,78,26560,0,0,0
27.163,113841,-20,66,26536,0,0,0
27.238,113913,-21,56,26548,0,0,0
27.318,113985,-21,47,26540,0,0,0
27.389,114057,-22,39,26505,0,0,0
27.449,114129,-23,34,26524,0,0,0
27.524,114201,-23,28,26548,0,0,0
27.601,114273,-23,25,26548,0,0,0
27.664,114344,-23,23,26524,0,0,0
27.74,114416,-24,20,26505,0,0,0
27.81,114489,-24,19,26591,0,0,0
27.875,114552,-24,19,26591,0,0,0
27.934,114608,-24,19,26603,0,0,0
28.007,114681,-24,18,26700,0,0,0
28.075,114753,-24,18,26700,0,0,0
28.148,114824,-24,18,26743,0,0,0
28.219,114897,-24,16,26865,0,0,0
28.291,114969,-24,16,27111,0,0,0
28.364,115041,-24,15,27592,0,0,0
28.434,115112,-24,15,28190,0,0,0
28.512,115184,-24,16,28851,0,0,0
28.581,115257,-24,16,29504,0,0,0
28.656,115329,-24,16,30188,0,0,0
28.723,115400,-24,16,30838,0,0,0
28.794,115473,-24,16,31491,0,0,0
28.866,115545,-25,16,32155,0,0,0
28.936,115616,-24,16,32816,0,0,0
29.013,115688,-25,16,33414,0,0,0
29.084,115761,-25,16,33978,0,0,0
29.168,115832,-25,16,34423,0,0,0
29.236,115904,-25,16,34760,0,0,0
29.299,115976,-25,16,35018,0,0,0
29.369,116048,-24,16,35225,0,0,0
29.444,116120,-25,16,35381,0,0,0
29.517,116192,-25,16,35413,0,0,0
29.585,116264,-24,16,35335,0,0,0
29.659,116336,-24,16,35291,0,0,0
29.73,116408,-24,16,35291,0,0,0
29.801,116480,-24,16,35291,0,0,0
29.88,116552,-24,16,35346,0,0,0
29.947,116624,-25,16,35432,0,0,0
30.025,116696,-26,17,35499,0,0,0
30.09,116768,-26,17,35565,0,0,0
30.879,117557,-26,17,35565,0,0,0
30.936,117611,-26,17,35565,0,0,0
30.99,117667,-26,17,35565,0,0,0
31.045,117723,-26,17,35565,0,0,0
31.106,117779,-26,17,35565,0,0,0
31.157,117835,-26,17,35565,0,0,0
31.213,117891,-26,17,35565,0,0,0
31.278,117947,-26,17,35565,0,0,0
31.325,118003,-26,17,35565,0,0,0
31.384,118059,-26,17,35565,0,0,0
31.443,118115,-26,17,35565,0,0,0
31.492,118171,-26,17,35565,0,0,0
31.55,118227,-26,17,35565,0,0,0
31.607,118283,-26,17,35565,0,0,0
31.66,118339,-26,17,35565,0,0,0
31.722,118395,-26,17,35565,0,0,0
31.779,118451,-26,17,35565,0,0,0
31.834,118507,-26,17,35565,0,0,0
31.891,118563,-26,17,35565,0,0,0
31.941,118619,-26,17,35565,0,0,0
31.998,118675,-26,17,35565,0,0,0
32.053,118731,-26,17,35565,0,0,0
32.109,118787,-26,17,35565,0,0,0
32.167,118843,-26,17,35565,0,0,0
32.234,118899,-26,17,35565,0,0,0
32.283,118955,-26,17,35565,0,0,0
32.339,119011,-26,17,35565,0,0,0
32.389,119067,-26,17,35565,0,0,0
32.444,119123,-26,17,35565,0,0,0
32.506,119179,-26,17,35565,0,0,0
32.56,119235,-26,17,35565,0,0,0
32.614,119291,-26,17,35565,0,0,0
32.669,119347,-26,17,35565,0,0,0
32.725,119403,-26,17,35565,0,0,0
32.781,119459,-26,17,35565,0,0,0
32.836,119515,-26,17,35565,0,0,0
32.896,119571,-26,17,35565,0,0,0
32.951,119627,-26,17,35565,0,0,0
33.007,119683,-26,17,35565,0,0,0
